	TCGA-55-6971-11A	TCGA-91-6847-11A	TCGA-55-6970-11A	TCGA-55-6983-11A	TCGA-44-6778-11A	TCGA-49-4490-11A	TCGA-55-6982-11A	TCGA-50-5930-11A	TCGA-55-6978-11A	TCGA-49-6761-11A	TCGA-55-6979-11A	TCGA-44-6145-11A	TCGA-38-4625-11A	TCGA-50-5931-11A	TCGA-73-4676-11A	TCGA-50-5939-11A	TCGA-44-6777-11A	TCGA-44-3396-11A	TCGA-50-5935-11A	TCGA-49-6744-11A	TCGA-38-4626-11A	TCGA-49-6742-11A	TCGA-44-6144-11A	TCGA-55-6986-11A	TCGA-91-6836-11A	TCGA-44-6146-11A	TCGA-91-6829-11A	TCGA-55-6981-11A	TCGA-91-6835-11A	TCGA-50-6595-11A	TCGA-55-6968-11A	TCGA-44-6148-11A	TCGA-49-4512-11A	TCGA-44-2668-11A	TCGA-55-6984-11A	TCGA-49-6745-11A	TCGA-55-6969-11A	TCGA-38-4627-11A	TCGA-91-6831-11A	TCGA-44-2665-11A	TCGA-50-5933-11A	TCGA-91-6849-11A	TCGA-55-6972-11A	TCGA-44-2662-11A	TCGA-50-5936-11A	TCGA-50-5932-11A	TCGA-44-2661-11A	TCGA-44-2657-11A	TCGA-38-4632-11A	TCGA-44-6147-11A	TCGA-91-6828-11A	TCGA-49-6743-11A	TCGA-55-6975-11A	TCGA-44-6776-11A	TCGA-44-5645-11A	TCGA-55-6985-11A	TCGA-55-6980-11A	TCGA-44-2655-11A
GORAB	10.2907	9.1329	7.7942	8.1474	9.7917	6.4943	10.6629	6.8552	7.9469	7.2017	6.3687	6.9812	6.6436	4.1493	4.558	6.3515	6.0775	6.6922	6.3616	10.3301	9.4415	5.5585	7.9222	8.2947	8.1587	7.8376	8.93	9.9152	8.3571	9.6028	8.6385	8.1862	5.5953	4.1943	7.0953	10.8982	6.7894	9.2176	9.663	4.7482	5.0092	7.2479	10.5173	4.0595	7.5629	8.0517	7.8598	6.8656	6.8987	5.6507	5.967	6.8967	7.2328	8.82	8.6063	10.5271	10.1164	8.1141
GPR31	0	0	0.228	0.1367	0.314	0.0959	0.3301	0	0.3134	0.0485	0.1483	0.1031	0.0164	0	0	0.0373	0.1528	0.1737	0.217	0.0418	0	0.0299	0.1328	0.1473	0.0817	0.5567	0.0287	0.2825	0.1881	0.1063	0.0384	0.0759	0.0645	0.0418	0.1681	0.033	0.0394	0.0263	0.1278	0.0783	0	0	0.2353	0	0.0777	0	0.2491	0.2838	0	0.0297	0	0	0.0509	0.0847	0.1715	0.0593	0.3151	0.1472
ACAT2	31.6952	19.8847	27.2597	29.8343	23.4544	33.4871	29.4568	34.7426	26.0224	26.968	24.99	26.2771	31.666	19.4626	42.6007	24.4643	32.494	21.5074	21.9846	26.5848	35.9676	25.8468	30.1638	17.2431	31.9335	22.0124	26.183	16.6796	27.0037	19.0549	41.758	29.6047	30.3621	28.0657	20.7004	36.6429	18.296	33.0054	23.1077	14.4997	34.8026	22.2857	23.6926	24.4389	32.4953	22.7073	17.2327	21.199	20.4867	26.9012	30.7762	26.2862	35.2514	44.7258	26.1196	28.1834	24.4861	17.6854
TCP1	55.2908	67.0887	69.5513	65.5413	81.3676	71.0851	69.7251	58.8919	71.0956	57.9462	58.7834	62.8094	54.985	55.4155	53.1677	68.1133	60.1917	66.8331	69.7341	74.5294	64.6888	59.3884	60.449	70.5567	59.8441	66.7555	47.3721	77.113	74.9919	59.6937	55.6562	71.3825	46.0501	83.0081	59.5548	69.6173	51.1395	68.39	83.9484	66.8333	77.596	71.0559	63.1271	61.7207	67.9193	68.1349	79.0165	66.1991	75.3334	90.7792	84.1726	76.2808	59.3791	74.5537	75.7669	61.1257	62.256	79.0185
TTLL2	0.5101	0.122	0.0651	0	0.2241	0	0.3702	0.1339	0.1917	0.0692	0.2469	0.1717	0.0469	0	0.1058	0.0532	0.1363	0.0744	0.031	0.2386	0.0116	0.4478	0.0237	0.1168	0.1457	0.1324	0.205	0.0806	0.3489	0.091	0.1097	0.1084	0.1611	0.2986	0.0533	0.0236	0.3939	0.0375	0	0.1257	0.1157	0.289	0.1007	0.1013	0.1664	0.1769	0.3555	0.1215	0.1118	0.191	0.0803	0.239	0.1454	0.151	0.1224	0.0705	0.1874	0.0131
SNX19	18.2636	16.5302	18.1382	19.3257	18.7294	9.434	20.7064	16.9052	20.9136	15.0693	15.5848	14.0772	9.7862	15.398	9.629	20.6483	16.6013	21.7585	23.2519	21.185	12.1694	17.0758	20.1115	17.1861	18.6569	22.2995	15.3564	23.8524	19.7905	18.03	15.4409	21.706	8.5712	18.343	16.5157	10.209	14.353	11.1578	15.8094	18.0699	21.2309	19.1366	18.5976	16.3477	20.1931	21.0319	18.4976	15.3096	11.3689	15.4671	24.6595	13.5988	18.2971	21.6351	20.4229	17.6666	18.0949	22.8219
KCNJ5	25.7251	20.5188	23.3681	14.0017	17.6614	4.2185	11.513	12.4311	21.2754	14.7256	23.076	14.8245	5.6331	27.4882	13.0354	25.6085	11.9905	16.2966	10.9381	8.0059	8.4944	12.3246	22.8044	8.5585	21.6724	17.6313	6.5087	13.4216	10.7498	14.0651	23.3112	8.0883	3.6887	11.4992	13.1054	6.2249	22.6367	13.4117	14.0637	12.6907	9.7934	10.9288	16.5636	20.2663	13.0338	17.6724	18.9264	21.5597	39.308	5.2153	28.5433	16.4224	15.0495	7.2729	14.4475	8.9611	13.0083	9.9989
MSANTD2	13.405	8.5579	10.9718	9.4243	11.506	5.0704	13.9323	6.4918	6.9656	8.4768	6.4083	5.7406	4.7861	4.7745	3.4879	6.7035	5.5749	5.3949	5.9401	8.4172	5.3221	4.0538	6.9266	9.6613	7.9517	9.847	7.3774	14.2389	7.7566	10.3216	8.735	8.3333	3.7716	5.6008	8.6367	5.6755	9.1754	4.3149	10.9448	5.9844	4.9078	9.1451	12.5133	4.4514	6.5155	7.625	7.1764	6.6229	4.4391	7.515	6.8758	6.5731	8.8461	9.1369	10.6868	9.275	13.0486	7.199
TP53AIP1	0.0284	0.916	0.0362	0.3616	0.1384	0.2284	0.3368	0	2.6295	0.0769	0.0392	0.0273	0.1695	0.0296	0.1471	0	0.0606	0.2757	0.4133	0.0995	0.7496	0.332	0.0263	4.9225	0.1944	0	0.2963	0.1345	3.0447	0.2194	0.0915	2.0087	0.1791	0.0166	0.6521	0.9959	0.0939	0.1253	0.0507	0.0466	0.2059	1	0.1867	0.0188	0.0925	0.1181	0.0439	0.045	0.1554	0.118	0.1786	0.0295	0.0404	0.9069	0.1134	0.8786	1.0838	0.1314
TEX11	0.0875	0.1046	0	0.0372	0	0	0.0385	0	0	0	0.0403	0.0841	0	0	0	0	0.0312	0.0142	0.0354	0.0682	0	0.0244	0.0271	0	0	0.1136	0	0	0.2148	0.0173	0.094	0.0207	0.0526	0.0341	0	0.0539	0.0322	0	0	0	0	0	0	0	0.0634	0.0809	0.0677	0.0463	0.0319	0.0485	0	0.0304	0.0416	0	0.0233	0.0323	0.0857	0.03
ARR3	1.1868	0.4056	0.8653	0.2882	1.048	0.1517	0.9693	0.4152	0.2832	0.3066	0.469	0.2174	0.1039	0.3543	0.2345	0.059	0.2416	0.4121	0.2059	0.3965	0.1545	0.4252	0.4725	0.8281	0.581	0	0.6812	1.6972	0.9516	0.5043	0.3646	0.5603	0.051	0.2646	0.3543	0.1044	0.561	0.208	0.4042	0.3095	0.2564	0.3558	0.372	0.4116	0.1844	0.3137	0.2626	0.2693	0.1858	0.5644	0.1186	0.2353	0.8055	0.5354	0.7684	0.9379	0.8305	0.5818
PDZD11	36.7418	47.0414	49.1734	51.5175	47.9314	91.7847	52.0787	47.3165	51.703	56.7568	41.1687	39.8949	54.1189	44.3307	79.5921	46.1555	48.5732	46.203	51.0724	50.5312	51.0728	54.6993	48.155	50.7032	48.4586	43.6785	49.3418	48.5276	59.0964	45.4721	49.3952	50.4615	82.8282	43.8945	51.1672	85.5063	38.1455	91.4016	43.8436	51.7843	40.2492	49.0702	51.2146	46.3623	47.5412	56.864	57.6846	56.8669	68.4576	35.0053	47.69	61.897	40.8877	49.7268	53.5387	51.0693	47.2319	57.1763
SLC10A7	7.0141	5.7501	8.0358	6.1851	7.0028	5.3594	8.097	5.3985	5.5284	5.4106	5.4768	4.2858	5.1197	6.1996	5.1543	6.5433	5.623	6.8755	6.76	8.9879	4.6938	5.4117	5.4023	6.0488	5.6252	7.1128	5.1078	6.3285	6.0282	6.8766	5.5299	6.9231	4.9695	4.9778	5.6575	6.3866	4.9641	5.5716	7.839	5.4101	6.8939	6.4766	6.6952	5.543	8.3746	7.5421	6.4161	5.3376	6.8042	5.3873	6.1802	7.5141	6.5186	7.1988	5.8903	6.3938	5.5618	5.6784
NUDCD1	4.0738	3.2928	5.6725	4.0909	8.8963	8.603	6.1844	4.6759	5.383	3.7466	4.888	4.6329	4.0156	3.9946	5.8281	6.0675	4.5533	6.5733	5.8272	7.8198	4.3436	4.4709	5.2183	4.4846	4.186	5.6017	3.0119	5.4099	5.7553	4.9856	3.9897	4.4592	6.1248	5.5582	4.2473	8.1644	3.7341	8.2975	7.5341	5.4301	4.987	4.6493	4.237	4.8519	5.6743	5.7942	4.9697	4.3796	6.4606	6.5096	6.2177	7.2709	4.9444	6.135	5.6832	4.9545	3.7724	6.0173
ENY2	22.3545	20.3631	24.3141	22.5686	32.2498	35.6009	23.3547	22.011	23.1687	21.0399	21.9325	23.9758	20.729	21.5541	24.3422	23.4234	19.507	22.1378	22.1235	29.7279	24.0126	24.3957	22.1163	20.2746	21.0767	24.4734	17.1645	28.2987	22.54	20.8148	19.1243	20.8804	25.8568	19.5337	21.4634	33.0735	20.7161	26.6963	29.4911	21.907	23.2217	25.8444	22.9844	17.9933	20.1908	25.5603	20.3116	17.9799	28.2323	30.459	23.9441	31.0961	21.7806	24.4091	22.0262	20.421	22.0138	21.9364
MASTL	7.7165	5.7433	7.6518	7.0041	6.2217	3.6015	8.4653	4.9958	7.3552	6.143	8.6711	6.6944	3.8179	7.6254	5.0034	6.9381	4.0569	5.7281	4.5319	8.9007	5.1209	5.0661	6.0381	7.1149	5.7486	7.4849	4.8527	8.3521	6.3774	9.2066	4.5312	4.648	2.913	6.0507	4.7439	4.4951	6.1982	3.3956	10.3489	5.3058	7.6667	6.2575	7.0676	4.2616	7.0691	8.3789	5.5859	6.4105	5.0543	8.9696	4.4232	5.7624	9.4437	8.5919	5.7524	6.7739	5.6083	5.6229
KIAA1217	28.4093	27.9447	28.011	22.49	27.9487	11.809	40.0336	19.6819	29.7563	39.8436	17.9946	22.4498	12.1311	32.078	18.8639	23.5374	20.3928	26.9322	24.7456	27.9868	13.1457	26.7583	28.0606	40.1524	22.7741	33.038	9.9103	27.7111	29.1931	33.7659	12.948	32.7783	8.9476	12.7543	24.1643	16.8098	20.7133	12.6586	36.783	14.668	40.7292	36.375	40.5467	19.6393	26.6176	38.2502	19.6613	11.5021	12.4623	28.1952	37.6053	14.4285	31.3786	28.8141	33.4749	25.7433	34.481	23.9016
LYZL1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0986	0	0	0	0	0	0	0	0	0	0.0451	0	0	0	0	0	0	0	0.6819	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLXDC2	38.3876	28.1417	47.5313	36.7674	55.9464	25.0332	60.7189	43.9541	41.2131	29.6444	43.2726	37.2506	33.1233	24.5303	34.6463	91.5716	43.0774	66.9073	38.6326	76.748	32.8725	26.5079	37.572	32.2361	47.3939	63.5742	61.3122	60.4418	40.6845	41.3281	29.5168	51.5022	19.7448	53.0837	32.6225	19.5495	33.4893	37.3104	58.5219	45.8133	53.818	38.9859	34.0697	51.696	68.4835	72.8853	55.1307	24.4441	26.1193	38.8255	36.2311	41.0922	44.4599	27.7253	39.5142	54.3964	40.1072	48.1959
EPC1	8.6753	8.8436	10.8703	8.4773	10.3433	6.0179	12.1309	8.6509	9.9136	8.5958	7.7593	7.3016	5.7046	8.0523	4.6887	9.0823	5.7379	8.4884	8.5257	11.977	5.0809	8.1862	7.5679	9.5982	8.3967	9.384	6.4215	10.4963	9.5762	11.5897	6.3761	10.5584	4.3269	5.7568	8.4774	6.4401	7.4295	5.2641	10.7911	6.7667	7.7373	8.9068	11.0915	5.7375	9.5662	11.7244	8.6155	7.2051	5.6157	8.805	9.9859	7.1649	8.8228	10.8376	9.3275	8.5968	10.0007	9.006
IQSEC3	10.6253	1.4915	1.3638	9.961	3.6017	1.7416	3.9452	3.3255	4.2403	2.1056	1.4255	3.1815	5.5875	1.2367	1.3729	7.0129	6.1208	2.3256	7.818	5.8924	3.5134	9.7975	0.8983	3.8806	4.2444	6.26	3.6299	7.2004	2.1962	5.7006	3.9947	2.4692	0.5739	3.9028	7.9384	2.3634	3.2281	2.8006	5.3701	5.889	6.3958	4.7106	3.3172	4.4563	7.874	7.4859	4.0402	2.6171	0.725	3.1982	3.7659	4.3711	9.8658	3.5262	4.5696	1.9991	4.5067	6.3333
CCDC77	7.129	5.7613	6.7431	5.6147	8.7312	4.8999	4.6482	6.3556	6.793	5.3385	5.3676	4.7379	4.7713	4.257	3.8836	6.6654	4.6192	5.8601	5.08	7.1454	4.6778	3.7968	6.0341	8.0665	5.1565	7.6816	5.7286	7.8746	6.8651	6.5831	6.3919	8.0701	4.097	4.3982	4.7315	5.6717	4.4628	3.4443	7.9737	4.8994	3.646	7.6942	8.2265	5.0839	7.214	6.7597	6.3946	5.6828	5.6997	3.8484	6.1529	5.9883	7.3751	6.8126	7.551	5.8011	7.2001	4.8026
TAF12	21.1987	23.1545	26.6745	24.4676	27.9544	27.9027	28.74	25.1894	22.5757	29.0919	24.9233	20.8273	25.6843	20.5358	22.2094	23.1305	25.3857	20.1406	24.4702	24.6909	27.2993	21.3571	25.6337	22.8219	23.26	26.3223	22.8133	28.3517	23.541	25.771	22.7904	23.8958	21.801	19.4315	23.0477	27.624	20.1991	29.8226	31.8509	21.8923	20.9777	23.3229	24.222	20.6216	27.464	23.9592	29.7237	30.0808	27.6236	17.9203	23.7832	28.0727	22.3466	24.9557	28.7258	26.1588	20.5227	25.1142
ENOX1	0.9453	1.6583	1.0051	1.5266	1.63	1.2121	3.0764	0.8599	3.2369	0.8975	0.9588	1.4545	1.4488	1.2513	1.0461	1.809	0.7747	2.3894	3.0608	1.8424	0.8614	1.8967	1.2879	5.1944	0.8639	2.7813	0.8609	2.4405	5.6374	2.7183	1.3551	4.53	1.5918	0.7562	2.1732	1.9217	1.1469	1.8555	3.3245	2.0537	2.1441	3.4916	1.2446	1.3142	1.5078	2.0986	2.9038	2.4271	0.4488	1.7308	2.5133	1.7056	1.0329	1.6419	1.865	1.6385	2.0838	5.0925
TNFSF11	0.1787	0.1282	0.3192	0.4101	0.2093	0	0.4244	0.1125	0.2239	0.1454	0.4449	0.1718	0.0657	0.0373	0.2596	0.1865	0.2292	0.278	0.0868	0.0836	0.0489	0.2092	0.1328	0.1637	0.2858	0.4639	0	0.113	0.4137	0.1701	0.2305	0.329	0.2902	0.3347	0.056	0.066	0.2365	0.0263	0.3835	0.1762	0	0.18	0	0.0473	0.1555	0.0496	0.083	1.5326	0.1175	0.2082	0.1125	0.0744	0.0509	0	0.1143	0.2372	0.1576	0.1288
MTRF1	6.2836	4.3816	6.2971	5.0596	6.2323	4.1873	7.0818	2.59	4.9717	4.0715	4.1165	3.8652	3.6378	3.137	3.4574	3.9299	3.2631	3.4005	3.614	5.2357	5.3434	3.0412	4.9152	5.079	5.0855	5.4816	5.3559	7.841	5.2474	4.8281	5.1418	5.1166	3.2358	2.8589	6.101	5.242	6.3975	3.9324	5.4134	3.539	3.0005	5.0612	6.0625	2.8799	4.4818	4.0944	4.669	4.5251	5.3237	2.7523	4.3785	4.8196	5.9099	5.2722	5.0256	5.2068	5.8695	3.5353
SOHLH2	0	0	0.0371	0	0	0.5198	0.0767	0	0.0364	0	0	0.0559	0.0134	0.0607	0.0301	0	0	0.0141	0	0.034	0.0132	0.0486	0	0.0133	0	0	0	0	0.0306	0.121	0.0625	0.0206	0.1311	0	0.1366	0.0805	0.032	0	0.052	0	0	0	0	0	0	0	0.09	0.1615	0.0318	0.0484	0.061	0.0302	0.0414	0.0344	0	0.0482	0	0
DNAJC15	17.9831	11.0164	26.8262	17.358	15.2955	26.688	27.8668	20.4322	16.8581	23.1362	17.1471	20.7678	18.4558	15.7788	11.8402	17.6401	20.7179	13.9455	26.3262	26.2928	9.402	21.096	23.1917	23.801	14.6352	24.9533	16.7285	23.7508	14.4946	22.0781	17.8945	19.5425	24.8383	8.4604	17.7238	25.4759	16.077	22.4615	27.6968	9.3427	19.8036	25.156	19.7199	13.2502	23.5789	24.6302	23.2633	20.1348	23.5553	17.4872	17.5703	28.6868	20.7916	24.7399	24.0556	17.6607	14.4295	15.706
PROSER1	22.1054	18.7054	24.2072	24.5958	27.0538	7.8836	22.8492	17.4076	22.8656	19.6562	21.7583	19.6287	11.5003	18.7252	11.4389	23.0454	15.3487	22.7144	18.5681	24.8357	14.4029	16.5294	19.8153	19.4568	19.951	23.3977	14.7954	27.2901	18.9417	22.0749	16.6558	20.083	5.4964	21.3041	17.2411	9.5107	22.5579	8.6852	26.7736	20.7818	23.0915	23.0664	27.9281	22.6131	26.8668	21.4213	22.4354	19.7131	12.5917	21.7696	24.1225	17.3202	23.9613	25.0254	19.7912	20.2742	21.572	19.7013
UFM1	69.2832	68.9714	74.971	71.4427	83.1835	76.699	76.4318	56.24	75.2573	58.6435	59.367	68.1892	55.0787	69.7206	55.5912	64.2864	50.0072	57.8798	63.8171	86.6749	61.559	61.0705	59.4684	73.1301	62.4323	72.6222	50.2617	67.8483	66.1299	66.7441	58.7111	65.2363	57.2089	55.0658	74.6826	86.1896	56.5437	65.8028	97.3743	52.5888	75.8261	81.8191	68.6124	50.7379	69.4765	78.3072	59.299	49.4028	62.862	94.199	83.429	81.1953	72.3335	82.3645	60.3169	60.6516	68.9806	56.5939
WBP4	25.1652	27.0158	28.9764	24.5711	35.1453	29.503	31.7432	25.8539	31.0643	26.1397	29.3711	27.5439	19.1529	28.4782	22.0322	27.719	20.2947	25.2199	21.5131	39.236	22.5214	21.5852	25.9984	30.1291	27.9048	31.9213	23.0823	31.3681	24.7607	29.3348	22.2597	29.8186	22.6273	20.7649	28.1142	28.9623	22.8367	21.2944	41.8536	21.5144	28.9569	38.1787	31.4626	22.5921	27.99	31.112	24.3992	18.1959	20.7572	49.0712	28.2567	32.9678	28.1094	38.8631	29.0941	28.09	29.9462	25.7783
ELF1	68.7368	58.7389	103.0877	64.5186	120.9915	63.8113	91.237	61.6126	80.8177	59.834	72.7892	68.0027	60.8116	79.6239	62.066	81.6215	57.9978	103.1418	80.9758	118.1993	70.285	57.4633	52.6899	63.7759	63.9152	101.8169	44.4489	79.5016	62.3801	83.3722	48.2325	75.9471	42.1382	80.5419	57.2164	68.5154	56.6904	55.5351	108.7104	65.8328	123.0078	78.1833	73.8712	70.2816	78.9861	87.2801	64.4407	63.7897	61.8099	125.633	86.0845	86.5754	93.0727	78.352	59.3924	62.3653	55.1627	62.399
SMAD9	15.091	14.8244	22.888	9.3529	15.6609	10.3383	19.048	11.7956	15.1284	20.0135	9.2889	8.2464	7.5086	16.8901	9.6091	19.8076	11.5655	14.3775	19.7267	30.2403	5.2198	7.3511	19.0899	20.8304	18.9603	18.0231	5.4912	12.9721	8.7603	28.5489	6.4104	19.0614	9.0353	4.7743	12.9955	10.0442	11.3058	10.5656	19.4079	11.6409	13.1748	21.5959	25.1394	12.6848	18.6882	23.5642	18.8849	9.3898	3.5968	12.8657	15.4508	12.5182	14.8717	25.8449	28.3591	10.0989	10.3132	17.112
HSPH1	25.3981	54.808	45.006	57.5451	43.5997	26.3347	45.1537	29.2845	62.2344	25.4762	28.4261	47.9618	22.1242	27.6117	19.777	31.8217	31.6045	37.1264	40.6654	25.0558	35.7557	31.62	29.5308	79.4576	26.6843	38.5147	31.8251	43.0708	63.1258	22.558	26.5791	74.8079	20.7787	51.5973	42.3111	39.7056	25.8423	23.5893	66.4067	25.8943	64.5745	39.9275	31.1549	23.2819	33.4457	27.6128	36.6578	30.8114	30.5954	73.1017	84.3756	23.8074	34.4882	43.9507	32.3559	43.3011	33.4222	32.0662
KBTBD7	10.4399	9.1553	8.5031	10.4954	6.0413	10.0774	12.9569	8.9217	8.6071	10.0181	4.8795	4.4442	6.4793	2.6304	5.4797	7.7097	9.7699	7.4814	10.1961	12.5699	3.8448	6.4854	7.2636	8.8524	6.1984	10.9535	5.6535	9.2942	7.3172	8.9607	9.2497	11.996	13.0285	4.2267	9.8961	8.7506	7.3959	6.7582	6.4934	5.3562	1.928	6.261	11.0017	3.8518	7.2024	8.6166	9.0912	6.2257	5.9452	4.0523	5.5648	6.4216	7.8807	7.159	10.363	7.0875	11.3702	10.3007
ALG5	47.7842	47.0424	49.7924	50.5344	52.153	106.8835	43.5692	41.51	48.9977	46.335	45.37	43.2125	57.8168	45.3572	62.0692	39.4529	44.8035	39.7043	46.2668	53.8792	57.0928	56.8267	43.7355	43.4002	46.6289	41.7289	36.7081	43.4059	50.6095	39.1122	57.4936	38.1205	78.3088	45.4265	51.6037	105.9925	41.1583	81.5646	44.7989	48.7434	40.8891	46.6561	45.1521	36.5919	42.9152	53.416	50.4688	46.639	72.2201	34.6639	42.9776	69.3447	41.6357	54.3056	48.9367	43.7313	41.3865	47.1595
EXOSC8	17.2997	13.8978	15.488	12.2041	18.5452	20.5567	19.248	11.7718	15.604	12.3966	12.4414	11.0627	10.9769	11.2687	13.3111	12.2186	10.4479	10.7073	12.0781	14.5989	13.5704	11.3289	13.4717	17.7048	14.7881	14.6709	12.349	21.2827	18.1754	14.9066	16.2739	14.865	14.9036	10.5813	12.2778	18.1166	14.8512	16.5328	17.1174	11.0224	12.5301	14.2679	17.1586	10.7464	12.0405	15.1617	12.459	12.478	13.3626	14.0852	12.6181	16.1471	13.8483	17.687	16.3267	16.7149	16.4826	12.6734
ETF1	114.2766	176.3522	141.0547	130.3158	160.7884	152.3189	139.6	124.2119	153.5476	124.3509	117.1201	168.3356	89.2427	172.4204	102.178	154.8882	104.0335	136.1131	135.2246	134.7379	110.6201	129.4735	144.2221	134.0345	112.6524	141.0091	92.9184	143.1115	127.9227	129.9144	91.6685	118.3889	104.2919	158.2301	179.3152	148.4798	110.4353	104.5031	194.5654	121.2597	231.1378	169.275	119.5779	141.2818	146.3852	153.5647	144.0334	95.1222	98.2569	248.0823	190.6089	169.7336	145.7408	157.4945	134.9265	119.7086	105.364	129.8837
TGFBI	69.7689	48.3877	76.3214	78.7304	62.0156	90.2993	96.825	104.2445	67.781	48.1037	99.854	84.3812	76.7571	43.4405	69.242	81.4935	85.2014	110.8777	59.5147	61.8473	130.1875	115.7737	54.1517	40.7026	101.1906	86.6499	116.492	58.6808	97.7286	58.2998	79.4184	85.1617	86.1479	194.7254	77.3392	62.5021	61.6315	127.3906	46.5528	91.8465	76.0733	52.3432	61.05	77.9075	68.3411	108.977	103.5659	61.8166	194.1397	54.0271	53.4869	82.6028	54.2295	53.8473	61.462	61.3368	54.6888	76.2247
FAM53C	13.9553	13.4426	24.2776	22.032	33.0574	10.4754	16.0345	11.6505	14.0103	13.2511	21.102	14.0859	13.4702	16.1906	11.9331	24.4458	13.4504	17.1635	14.9253	19.5759	16.1199	13.9372	13.1947	18.1869	13.8198	24.2302	10.4121	23.9633	17.2675	16.4319	11.8297	19.3929	6.1006	19.0293	17.7833	10.1162	14.7806	11.4146	19.4036	15.6809	22.9081	23.8188	22.406	26.4129	23.42	17.8242	21.4956	17.7062	15.2594	23.0201	26.528	18.7388	26.6836	19.2342	15.6835	15.3012	17.7384	22.7035
SIL1	30.0244	33.2075	30.1581	32.546	21.5587	23.7374	27.0345	30.455	30.5953	44.721	39.4175	35.5348	28.6719	29.0645	30.7409	26.5944	36.2166	32.9619	27.6849	32.2935	28.1432	42.6415	37.749	28.7005	30.1992	27.3636	32.4976	34.7963	34.8032	26.9987	48.841	32.3641	27.2397	40.4825	32.1578	30.8988	29.3488	42.2834	22.0996	53.1941	30.0933	33.1957	29.3729	38.0777	28.5366	28.1242	36.0937	42.7666	34.2146	29.1378	31.5098	33.3507	30.4301	30.9587	33.1707	33.0811	29.355	34.2073
PAIP2	35.3975	33.7517	44.1777	39.7242	50.736	56.687	42.1692	35.9825	41.2045	39.994	32.3516	32.7594	44.5157	40.5145	44.684	42.6314	38.0352	41.6155	39.8239	49.6055	45.4795	45.3192	39.7786	42.1936	39.2328	40.5649	30.2342	46.4614	39.368	41.1983	35.0284	47.5504	47.4787	35.4787	38.3151	66.4737	28.4965	54.0919	52.4526	39.282	44.3544	43.1683	37.6015	36.5023	44.8879	44.2617	41.3329	40.3442	46.8169	37.7244	48.2868	51.4693	41.8057	43.6412	46.5494	39.247	33.0575	42.8716
MYOT	0.1729	0.0827	0.2647	0	0.135	0.0309	0.2737	0.0363	0.0433	0.0938	0.0956	0.0997	0.0954	0	0.0359	0.0361	0.037	0.1008	0.042	0.1213	0.0473	0.1156	0.1606	0.2692	0.158	0.1795	0.1389	0	0.1456	0.0411	0.0372	0.1469	0	0.0405	0.1807	0.0639	0	0.0509	0.1855	0.1515	0.0941	0.0435	0.0455	0.0687	0	0.0959	0	0	0.0379	0.1439	0.0726	0.108	0.2464	0.0409	0.0553	0.0383	0.0508	0.0178
KDM3B	46.8836	46.3066	47.0705	42.5227	45.2991	21.6195	56.0733	39.97	51.5958	41.3988	40.3603	35.0932	23.4059	38.7975	23.7723	50.2966	36.501	53.6383	52.2388	60.0344	22.809	38.7065	46.248	55.5661	41.8572	56.554	30.8412	48.6376	50.9459	52.78	31.254	60.1457	16.7179	37.9399	39.8279	24.5338	39.1149	19.7447	47.0345	39.084	45.8579	51.6251	49.9278	38.9756	56.2772	58.0227	49.9559	38.8751	22.1815	36.4452	48.9164	36.179	48.562	51.6699	48.9043	42.8807	48.2307	47.7757
EGR1	238.3524	194.2537	799.9654	345.456	1979.4536	88.9992	334.4753	145.5475	115.9732	302.4911	2461.8297	1093.6297	435.3478	442.1007	198.934	1833.2294	564.8907	443.3024	441.1844	919.5292	294.2463	1993.1754	480.5098	2687.3164	747.8874	1648.3363	132.6845	616.7064	624.1725	254.1258	202.2339	755.3105	36.9784	447.4822	1765.196	283.7354	391.0745	219.2147	525.0298	261.2218	492.6057	2245.2296	1943.0653	1895.8365	3197.3352	987.6234	842.7819	1770.2317	87.2644	1358.1494	1423.3239	622.8683	606.9555	1504.9851	553.3641	669.7182	1021.8911	3244.5284
SERP1	138.8727	159.9545	169.5281	167.397	140.8736	255.3531	169.4789	122.9859	174.5056	152.8837	145.3535	121.1403	171.5537	127.0919	141.7783	138.3815	122.1256	116.7845	170.5821	148.3844	143.3613	153.9036	129.9464	165.9802	136.2053	161.0677	91.4943	134.2775	169.6025	139.8235	138.2337	167.0778	220.8352	111.4487	166.9961	230.119	128.4928	155.7606	128.8504	124.1711	134.6693	169.3346	137.7693	93.3659	129.3559	137.4878	117.2129	134.3513	166.4318	130.1714	178.67	139.4392	171.2006	172.0543	146.0154	140.5285	151.7989	139.617
PLS1	27.5145	30.1906	22.2098	30.037	16.0696	20.8444	33.8868	21.3725	27.7093	26.5411	20.3171	21.9451	18.4964	21.6657	19.9948	20.8498	22.8134	20.7212	29.6164	31.6556	15.9797	34.4951	20.2028	28.9888	24.5275	27.4634	12.6956	15.0709	29.5195	23.6032	15.6545	29.7188	31.4048	18.1487	30.6539	34.0978	22.3784	16.7571	25.9718	18.5205	24.2588	21.5455	19.1226	13.5175	29.741	25.382	19.919	14.0424	22.9989	17.7003	34.9844	27.7753	31.0237	29.2356	20.336	21.0363	17.2437	17.8422
